breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,sizes,product_details,URL
"Men,Designers,Asics,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/1a/P00960116.jpg,Asics,Gel-Terrain sneakers,€ 125,€ 100,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Cool Matcha/Graphite Grey,Item number: P00960116,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-gel-terrain-sneakers-multicoloured-p00960116
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/9c/P00951895.jpg,Common Projects,Tennis suede-trimmed leather sneakers,€ 390,€ 234,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag, extra laces,Designer color name: Off White,Closure: lace-up,Item number: P00951895,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-tennis-suede-trimmed-leather-sneakers-white-p00951895
"Men,Designers,Asics,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/8b/P00951586.jpg,Asics,x Hay Skyhand OG leather sneakers,€ 100,€ 80,20% off,"US 4 / EU 36,US 4.5 / EU 37,US 5 / EU 37.5,US 5.5 / EU 38,US 6 / EU 39,US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46","Upper: suede,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Shady Glade/Moonbeam,Closure: lace-up,Item number: P00951586,True to size,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-x-hay-skyhand-og-leather-sneakers-green-p00951586
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/c6/P00951892.jpg,Common Projects,BBall Duo leather and suede sneakers,€ 395,€ 276,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Coffee,Closure: lace-up,Item number: P00951892,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-bball-duo-leather-and-suede-sneakers-brown-p00951892
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/ec/P00951893.jpg,Common Projects,Track Classic suede-trimmed sneakers,€ 455,€ 273,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag, extra laces,Designer color name: Smoke,Closure: lace-up,Trim: fabric,Item number: P00951893,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-track-classic-suede-trimmed-sneakers-grey-p00951893
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/6c/P00951888.jpg,Common Projects,Achilles suede sneakers,€ 355,€ 248,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag, extra laces,Designer color name: Charcoal,Closure: lace-up,Item number: P00951888,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-achilles-suede-sneakers-grey-p00951888
"Men,Designers,Common Projects,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/26/P00951903.jpg,Common Projects,City leather loafers,€ 515,€ 309,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Black,Item number: P00951903,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-city-leather-loafers-black-p00951903
"Men,Designers,Common Projects,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/37/P00951906.jpg,Common Projects,Suede clogs,€ 400,€ 200,50% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Taupe,Item number: P00951906,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-suede-clogs-beige-p00951906
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/2c/P00951894.jpg,Common Projects,Track Classic suede-trimmed sneakers,€ 455,€ 318,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Vintage Navy,Trim: fabric,Closure: lace-up,Item number: P00951894,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-track-classic-suede-trimmed-sneakers-blue-p00951894
"Men,Designers,Gianvito Rossi,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/4b/P00945548.jpg,Gianvito Rossi,Julio leather loafers,€ 748,€ 448,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bags,Designer color name: Black,Item number: P00945548,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/gianvito-rossi-julio-leather-loafers-black-p00945548
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/28/P00951891.jpg,Common Projects,BBall Duo leather and suede sneakers,€ 395,€ 276,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag, extra laces,Designer color name: Off White,Closure: lace-up,Item number: P00951891,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-bball-duo-leather-and-suede-sneakers-white-p00951891
"Men,Designers,Common Projects,Shoes,Derby Shoes",https://www.mytheresa.com/media/1094/1238/100/05/P00951905.jpg,Common Projects,Officers leather Derby shoes,€ 490,€ 245,50% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Green,Closure: lace-up,Item number: P00951905,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-officers-leather-derby-shoes-green-p00951905
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/1a/P00951897.jpg,Common Projects,Leather slip-on sneakers,€ 355,€ 248,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: All Black ,Closure: elasticated sides,Item number: P00951897,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-leather-slip-on-sneakers-black-p00951897
"Men,Designers,Common Projects,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/c7/P00951907.jpg,Common Projects,Leather clogs,€ 400,€ 240,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather,Lining: leather,Sole: rubber insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bags,Designer color name: Black,Item number: P00951907,Fits small to size - we recommend trying one size larger,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-leather-clogs-black-p00951907
"Men,Designers,New Balance,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/ed/P00824454.jpg,New Balance,990v6 suede low-top sneakers,€ 215,€ 172,20% off,"US 7 / EU 40,US 8 / EU 41.5,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 46.5,US 13 / EU 47.5","Made in the USA,Toe shape: round toe,Sole: fabric insole, rubber sole,Upper: leather,Comes with a box,Designer color name: Black/White,Closure: lace-up,Lining: fabric,Item number: P00824454,True to size,Half sizes please take the next size down,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/new-balance-990v6-suede-low-top-sneakers-black-p00824454
"Men,Designers,Roa,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/64/P00962012.jpg,Roa,Suede-trimmed slip-on sneakers,€ 295,€ 177,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: Brown,Item number: P00962012,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/roa-suede-trimmed-slip-on-sneakers-brown-p00962012
"Men,Designers,Birkenstock,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/82/P00842120.jpg,Birkenstock,Arizona leather and shearling sandals,€ 205,€ 123,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Made in Germany,Sole: shearling insole, rubber sole,Toe shape: round open toe,Designer color name: Cognac,Comes with a box,Closure: buckle fastening,Item number: P00842120,True to size,Half sizes please take the next size up,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-men-arizona-leather-and-shearling-sandals-brown-p00842120
"Men,Designers,Asics,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/a4/P00960113.jpg,Asics,Gel-NYC suede-trimmed sneakers,€ 135,€ 108,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Cold Moss/Dolphin Grey,Closure: lace-up,Item number: P00960113,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-gel-nyc-suede-trimmed-sneakers-green-p00960113
"Men,Designers,Tod's,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/d1/P00828544.jpg,Tod's,Gommino suede loafers,€ 465,€ 279,40% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Sole: leather insole, rubber sole,Comes with a box,Upper: leather,Made in Italy,Designer color name: Grigio Mouse,Comes with dust bag,Toe shape: round toe,Item number: P00828544,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-gommino-suede-loafers-grey-p00828544
"Men,Designers,Tod's,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/f7/P00757075.jpg,Tod's,Slip-on suede loafers,€ 465,€ 325,30% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Sole: leather insole, rubber sole,Lining: cow leather,Upper: cow leather,Toe shape: round toe,Comes with a box, Comes with dust bag,Designer color name: Torba,Made in Italy,Item number: P00757075,Fits slightly large to size - we recommend trying a half size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-slip-on-suede-loafers-brown-p00757075
"Men,Designers,Amiri,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/45/P00820510.jpg,Amiri,Skel Top Low leather-trimmed sneakers,€ 499,€ 349,30% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47,EU 48","Toe shape: round toe,Trim: leather,Sole: fabric insole, rubber sole,Comes with extra laces,Designer color name: Slate Blue,Closure: lace-up,Made in Italy,Upper: fabric,Comes with dust bag,Comes with a box,Item number: P00820510,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/amiri-skel-top-low-sneakers-blue-p00820510
"Men,Designers,Tom Ford,Shoes,Formal shoes,Monk strap",https://www.mytheresa.com/media/1094/1238/100/0b/P00506773.jpg,Tom Ford,Sutherland double monk strap shoes,"€ 1,339",€ 937,30% off,"UK 6 / EU 39.5,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43.5,UK 10 / EU 44.5,UK 11 / EU 45.5,UK 12 / EU 47,UK 13 / EU 48,UK 14 / EU 49.5","Upper: calf leather,Lining: leather,Sole: leather insole and sole,Toe shape: almond toe,Made in Italy,Includes: shoe box,Designer color name: Black,Closure: buckle fastening,Hardware color: gold,Item number: P00506773,True to size,Slightly narrow,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tom-ford-sutherland-double-monk-strap-shoes-black-p00506773
"Men,Designers,Birkenstock,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/00/P00842126.jpg,Birkenstock,Uji nubuck and suede sandals,€ 110,€ 77,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Sole: cork insole, rubber sole,Upper: leather,Made in Germany,Toe shape: round open toe,Designer color name: Taupe,Comes with a box,Closure: VELCRO® fastening,Item number: P00842126,True to size,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-uji-nubuck-and-suede-sandals-beige-p00842126
"Men,Designers,Birkenstock,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/3c/P00842121.jpg,Birkenstock,Boston nubuck and shearling clogs,€ 235,€ 141,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Made in Germany,Sole: fur insole, rubber sole,Comes with a box,Designer color name: Cognac,Toe shape: round toe,Item number: P00842121,True to size,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-boston-nubuck-and-shearling-clogs-brown-p00842121
"Men,Designers,Amiri,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/9f/P00820518.jpg,Amiri,Skel Top leather low-top sneakers,€ 495,€ 346,30% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Made in China,Comes with dust bag,Toe shape: round toe,Sole: fabric insole, rubber sole,Designer color name: White / White / Vintage,Comes with extra laces,Comes with a box,Upper: leather,Closure: lace-up,Item number: P00820518,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/amiri-skel-top-leather-low-top-sneakers-white-p00820518
"Men,Designers,Tod's,Shoes,Boots,Chelsea boots",https://www.mytheresa.com/media/1094/1238/100/5a/P00837622.jpg,Tod's,Suede Chelsea boots,€ 545,€ 381,30% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Sole: leather insole and sole,Upper: leather,Made in Italy,Comes with dust bag, Comes with a box,Designer color name: Marrone,Toe shape: round toe,Item number: P00837622,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-suede-chelsea-boots-brown-p00837622
"Men,Designers,Tod's,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/47/P00828536.jpg,Tod's,Tab suede sneakers,€ 465,€ 279,40% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: Bronzo Medio,Comes with dust bag,Closure: lace-up,Comes with extra laces,Comes with a box,Item number: P00828536,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-tab-suede-sneakers-brown-p00828536
